Date,time,relativeTime,voltage,current,temperature,capacity,energy,SOC,SOH,SOE,filename
2014-08-01 19:20:34,11120.31,1320.04,3.9,1.0,23.05285,0.3666375,1.4600912208333334,82.69822,100.0,81.51813,2
2014-08-01 19:20:34,11150.31,1350.04,3.897,1.0,23.05285,0.37497082,1.4925787208333334,82.30496,100.0,81.1069,2
2014-08-01 19:20:34,11180.31,1380.04,3.894,1.0,23.06845,0.38330418,1.5250412208333333,81.91171,100.0,80.69599,2
2014-08-01 19:20:34,11210.31,1410.04,3.89,1.0,23.08404,0.3916375,1.5574745541666668,81.518456,100.0,80.285446,2
2014-08-01 19:20:34,11240.31,1440.04,3.887,1.0,23.08404,0.39997083,1.5898787208333334,81.125206,100.0,79.875275,2
2014-08-01 19:20:34,11270.31,1470.04,3.884,1.0,23.13082,0.40830415,1.6222578875000002,80.73195,100.0,79.465416,2
2014-08-01 19:20:34,11300.31,1500.04,3.881,1.0,23.14641,0.4166375,1.654612054166667,80.3387,100.0,79.05588,2
2014-08-01 19:20:34,11330.31,1530.04,3.878,1.0,23.14641,0.42497084,1.6869412208333334,79.94544,100.0,78.64665,2
2014-08-01 19:20:34,11360.31,1560.04,3.875,1.0,23.1776,0.43330416,1.7192453875,79.55219,100.0,78.23775,2
2014-08-01 19:20:34,11390.31,1590.04,3.872,1.0,23.19319,0.4416375,1.7515245541666669,79.158936,100.0,77.829155,2
2014-08-01 19:20:34,11420.31,1620.04,3.868,1.0,23.20878,0.44997084,1.7837745541666667,78.76568,100.0,77.42094,2
2014-08-01 19:20:34,11450.31,1650.04,3.865,0.999,23.23997,0.4583,1.8159792833333328,78.37263,100.0,77.01329,2
2014-08-01 19:20:34,11480.31,1680.04,3.862,1.0,23.25556,0.46662918,1.8481590125,77.97957,100.0,76.60596,2
2014-08-01 19:20:34,11510.31,1710.04,3.859,1.0,23.25556,0.4749625,1.8803298458333333,77.58631,100.0,76.19874,2
2014-08-01 19:20:34,11540.31,1740.04,3.856,1.0,23.27115,0.48329583,1.9124756791666668,77.19306,100.0,75.79183,2
2014-08-01 19:20:34,11570.31,1770.04,3.853,0.999,23.28675,0.491625,1.9445804583333337,76.8,100.0,75.38545,2
2014-08-01 19:20:34,11600.31,1800.04,3.85,1.0,23.30234,0.49995416,1.9766602375,76.406944,100.0,74.979385,2
2014-08-01 19:20:34,11630.31,1830.04,3.847,1.0,23.31793,0.5082875,2.008731070833334,76.013695,100.0,74.57343,2
2014-08-01 19:20:34,11660.31,1860.04,3.845,1.0,23.33352,0.5166208,2.040781070833334,75.62044,100.0,74.16774,2
2014-08-01 19:20:34,11690.31,1890.04,3.842,1.0,23.34912,0.52495414,2.0728102375000006,75.22719,100.0,73.762314,2
2014-08-01 19:20:34,11720.31,1920.04,3.839,1.0,23.33352,0.5332875,2.1048144041666665,74.83393,100.0,73.35721,2
2014-08-01 19:20:34,11750.31,1950.04,3.836,1.0,23.3803,0.54162085,2.136793570833333,74.44068,100.0,72.952415,2
2014-08-01 19:20:34,11780.31,1980.04,3.833,1.0,23.3803,0.5499542,2.1687477375,74.047424,100.0,72.547935,2
2014-08-01 19:20:34,11810.31,2010.04,3.83,1.0,23.42708,0.5582875,2.2006769041666665,73.654175,100.0,72.143776,2
2014-08-01 19:20:34,11840.31,2040.04,3.828,1.0,23.41149,0.5666208,2.2325852375,73.26092,100.0,71.739876,2
2014-08-01 19:20:34,11870.31,2070.04,3.825,1.0,23.42708,0.57495415,2.2644727375,72.86766,100.0,71.33624,2
2014-08-01 19:20:34,11900.31,2100.04,3.822,1.0,23.45827,0.5832875,2.2963352375,72.47441,100.0,70.93293,2
2014-08-01 19:20:34,11930.31,2130.04,3.82,1.001,23.45827,0.591625,2.3281928208333333,72.08096,100.0,70.52968,2
2014-08-01 19:20:34,11960.31,2160.04,3.817,1.0,23.48945,0.5999625,2.360029570833333,71.68751,100.0,70.126686,2
2014-08-01 19:20:34,11990.31,2190.04,3.814,1.0,23.48945,0.60829586,2.391825404166667,71.29426,100.0,69.72421,2
2014-08-01 19:20:34,12020.31,2220.04,3.812,1.0,23.48945,0.6166292,2.4236004041666668,70.901,100.0,69.32201,2
2014-08-01 19:20:34,12050.31,2250.04,3.809,1.0,23.48945,0.6249625,2.4553545708333333,70.50775,100.0,68.92006,2
2014-08-01 19:20:34,12080.31,2280.04,3.806,1.0,23.50505,0.63329583,2.4870837375000003,70.114494,100.0,68.51843,2
2014-08-01 19:20:34,12110.31,2310.04,3.804,1.0,23.52064,0.64162916,2.5187920708333333,69.721245,100.0,68.117065,2
2014-08-01 19:20:34,12140.31,2340.04,3.801,1.0,23.52064,0.6499625,2.550479570833333,69.32799,100.0,67.715965,2
2014-08-01 19:20:34,12170.31,2370.04,3.799,1.001,23.53623,0.6583,2.5821620666666663,68.93454,100.0,67.314926,2
2014-08-01 19:20:34,12200.31,2400.04,3.796,1.0,23.53623,0.6666375,2.613823729166667,68.54109,100.0,66.914154,2
2014-08-01 19:20:34,12230.31,2430.04,3.794,1.0,23.55183,0.6749708,2.645448729166667,68.147835,100.0,66.51384,2
2014-08-01 19:20:34,12260.31,2460.04,3.791,1.0,23.56742,0.6833042,2.677052895833333,67.75458,100.0,66.11379,2
2014-08-01 19:20:34,12290.31,2490.04,3.789,1.001,23.5986,0.6916417,2.7086520166666666,67.36113,100.0,65.71381,2
2014-08-01 19:20:34,12320.31,2520.04,3.786,1.0,23.58301,0.6999792,2.740230304166667,66.96768,100.0,65.314095,2
2014-08-01 19:20:34,12350.31,2550.04,3.784,1.0,23.5986,0.7083125,2.771771970833333,66.574425,100.0,64.91484,2
2014-08-01 19:20:34,12380.31,2580.04,3.782,1.0,23.58301,0.71664584,2.8032969708333333,66.181175,100.0,64.51579,2
2014-08-01 19:20:34,12410.31,2610.04,3.779,1.0,23.58301,0.72497916,2.8348011375,65.78792,100.0,64.11701,2
2014-08-01 19:20:34,12440.31,2640.04,3.777,1.0,23.5986,0.7333125,2.866284470833333,65.39467,100.0,63.7185,2
2014-08-01 19:20:34,12470.31,2670.04,3.775,1.0,23.6142,0.7416458,2.8977511375,65.00141,100.0,63.32019,2
2014-08-01 19:20:34,12500.31,2700.04,3.772,1.0,23.62979,0.74997914,2.9291969708333334,64.60816,100.0,62.92215,2
2014-08-01 19:20:34,12530.31,2730.04,3.77,1.001,23.66098,0.7583167,2.960637679166667,64.21471,100.0,62.524174,2
2014-08-01 19:20:34,12560.31,2760.04,3.768,1.0,23.67657,0.7666542,2.992061720833333,63.82126,100.0,62.126408,2
2014-08-01 19:20:34,12590.31,2790.04,3.765,1.0,23.67657,0.7749875,3.023449220833333,63.428005,100.0,61.729103,2
2014-08-01 19:20:34,12620.31,2820.04,3.763,1.0,23.67657,0.78332084,3.0548158875,63.03475,100.0,61.33206,2
2014-08-01 19:20:34,12650.31,2850.04,3.761,1.0,23.67657,0.79165417,3.0861658875,62.6415,100.0,60.935234,2
2014-08-01 19:20:34,12680.31,2880.04,3.759,1.0,23.69216,0.7999875,3.1174992208333334,62.248245,100.0,60.538616,2
2014-08-01 19:20:34,12710.31,2910.04,3.757,0.999,23.70775,0.80831665,3.148800233333333,61.855186,100.0,60.142406,2
2014-08-01 19:20:34,12740.31,2940.04,3.754,1.0,23.72335,0.81664586,3.1800804125,61.46213,100.0,59.74646,2
2014-08-01 19:20:34,12770.31,2970.04,3.752,1.0,23.72335,0.8249792,3.2113554125,61.06888,100.0,59.350582,2
2014-08-01 19:20:34,12800.31,3000.04,3.75,1.0,23.72335,0.8333125,3.2426137458333333,60.67562,100.0,58.95491,2
2014-08-01 19:20:34,12830.31,3030.04,3.748,0.999,23.73894,0.84164166,3.273839795833333,60.282566,100.0,58.55965,2
2014-08-01 19:20:34,12860.31,3060.04,3.746,1.0,23.73894,0.8499708,3.3050491791666663,59.889507,100.0,58.164604,2
2014-08-01 19:20:34,12890.31,3090.04,3.744,1.0,23.73894,0.85830414,3.3362575125,59.496254,100.0,57.769566,2
2014-08-01 19:20:34,12920.31,3120.04,3.742,1.0,23.77013,0.8666375,3.367449179166667,59.103,100.0,57.37474,2
2014-08-01 19:20:34,12950.31,3150.04,3.74,1.0,23.75454,0.87497085,3.3986241791666667,58.709747,100.0,56.98013,2
2014-08-01 19:20:34,12980.31,3180.04,3.738,1.0,23.78572,0.8833042,3.4297825125000005,58.316494,100.0,56.585724,2
2014-08-01 19:20:34,13010.31,3210.04,3.736,1.0,23.80131,0.8916375,3.460924179166667,57.92324,100.0,56.191532,2
2014-08-01 19:20:34,13040.31,3240.04,3.734,1.0,23.80131,0.8999708,3.492049179166667,57.529987,100.0,55.79755,2
2014-08-01 19:20:34,13070.31,3270.04,3.732,1.0,23.78572,0.90830415,3.5231575125,57.136734,100.0,55.40378,2
2014-08-01 19:20:34,13100.31,3300.04,3.73,1.0,23.78572,0.9166375,3.554249179166668,56.74348,100.0,55.010223,2
2014-08-01 19:20:34,13130.31,3330.04,3.728,1.0,23.78572,0.9249708,3.5853241791666672,56.350227,100.0,54.616875,2
2014-08-01 19:20:34,13160.31,3360.04,3.726,1.0,23.78572,0.9333042,3.6163825125,55.956974,100.0,54.223736,2
2014-08-01 19:20:34,13190.31,3390.04,3.724,1.0,23.80131,0.9416375,3.6474241791666655,55.56372,100.0,53.83081,2
2014-08-01 19:20:34,13220.31,3420.04,3.722,1.0,23.80131,0.94997084,3.678449179166667,55.170467,100.0,53.438095,2
2014-08-01 19:20:34,13250.31,3450.04,3.72,1.0,23.8325,0.95830417,3.7094575125,54.77721,100.0,53.045593,2
2014-08-01 19:20:34,13280.31,3480.04,3.718,1.0,23.8325,0.9666375,3.7404491791666654,54.383957,100.0,52.653297,2
2014-08-01 19:20:34,13310.31,3510.04,3.717,1.0,23.84809,0.9749708,3.771428345833333,53.990704,100.0,52.26116,2
2014-08-01 19:20:34,13340.31,3540.04,3.715,1.0,23.8325,0.98330414,3.8023950125,53.59745,100.0,51.869186,2
2014-08-01 19:20:34,13370.31,3570.04,3.713,1.0,23.84809,0.9916375,3.8333450125,53.204197,100.0,51.47742,2
2014-08-01 19:20:34,13400.31,3600.04,3.711,1.0,23.86369,0.99997085,3.864278345833334,52.810944,100.0,51.085865,2
2014-08-01 19:20:34,13430.31,3630.04,3.71,1.0,23.84809,1.0083041,3.895199179166667,52.41769,100.0,50.69447,2
2014-08-01 19:20:34,13460.31,3660.04,3.708,1.0,23.86369,1.0166374,3.9261075125,52.024437,100.0,50.30323,2
2014-08-01 19:20:34,13490.31,3690.04,3.706,1.0,23.87928,1.0249709,3.956999179166667,51.631184,100.0,49.912205,2
2014-08-01 19:20:34,13520.31,3720.04,3.704,1.0,23.89487,1.0333042,3.987874179166667,51.23793,100.0,49.521385,2
2014-08-01 19:20:34,13550.31,3750.04,3.703,1.0,23.89487,1.0416375,4.0187366791666665,50.844677,100.0,49.13073,2
2014-08-01 19:20:34,13580.31,3780.04,3.701,0.999,23.89487,1.0499667,4.049571258333333,50.45162,100.0,48.74042,2
2014-08-01 19:20:34,13610.31,3810.04,3.699,1.0,23.89487,1.0582958,4.0803891708333335,50.058563,100.0,48.35033,2
2014-08-01 19:20:34,13640.31,3840.04,3.698,1.0,23.92606,1.0666292,4.111210004166667,49.66531,100.0,47.960197,2
2014-08-01 19:20:34,13670.31,3870.04,3.696,1.0,23.89487,1.0749625,4.1420183375,49.272057,100.0,47.570225,2
2014-08-01 19:20:34,13700.31,3900.04,3.694,1.0,23.91046,1.0832958,4.172810004166667,48.8788,100.0,47.180466,2
2014-08-01 19:20:34,13730.31,3930.04,3.693,1.0,23.89487,1.0916291,4.203589170833333,48.485546,100.0,46.79086,2
2014-08-01 19:20:34,13760.31,3960.04,3.691,1.0,23.91046,1.0999625,4.2343558375,48.092293,100.0,46.401417,2
2014-08-01 19:20:34,13790.31,3990.04,3.69,1.0,23.92606,1.1082958,4.265110004166667,47.69904,100.0,46.012127,2
2014-08-01 19:20:34,13820.31,4020.04,3.688,1.0,23.91046,1.1166291,4.295851670833333,47.305786,100.0,45.623,2
2014-08-01 19:20:34,13850.31,4050.04,3.687,1.0,23.91046,1.1249624,4.326580837500001,46.912533,100.0,45.234028,2
2014-08-01 19:20:34,13880.31,4080.04,3.685,1.0,23.91046,1.1332958,4.357297504166667,46.51928,100.0,44.845215,2
2014-08-01 19:20:34,13910.31,4110.04,3.684,1.0,23.92606,1.1416292,4.388001670833334,46.126026,100.0,44.456562,2
2014-08-01 19:20:34,13940.31,4140.04,3.682,1.0,23.92606,1.1499625,4.418693337500001,45.732773,100.0,44.068066,2
2014-08-01 19:20:34,13970.31,4170.04,3.681,1.0,23.94165,1.1582959,4.449372504166666,45.33952,100.0,43.67973,2
2014-08-01 19:20:34,14000.31,4200.04,3.679,1.0,23.95724,1.1666292,4.480039170833333,44.946266,100.0,43.29155,2
2014-08-01 19:20:34,14030.31,4230.04,3.678,1.0,23.95724,1.1749625,4.510693337499999,44.553013,100.0,42.903526,2
2014-08-01 19:20:34,14060.31,4260.04,3.676,1.0,23.95724,1.1832958,4.541335004166667,44.15976,100.0,42.515663,2
2014-08-01 19:20:34,14090.31,4290.04,3.675,1.0,23.98843,1.1916292,4.571964170833333,43.766506,100.0,42.12796,2
2014-08-01 19:20:34,14120.31,4320.04,3.673,1.0,24.00402,1.1999625,4.602580837500001,43.37325,100.0,41.740414,2
2014-08-01 19:20:34,14150.31,4350.04,3.672,1.0,24.01961,1.2082958,4.633185004166667,42.979996,100.0,41.353024,2
2014-08-01 19:20:34,14180.31,4380.04,3.671,1.0,24.01961,1.2166291,4.663780837500001,42.586742,100.0,40.965744,2
2014-08-01 19:20:34,14210.31,4410.04,3.669,1.0,24.03521,1.2249625,4.6943641708333335,42.19349,100.0,40.578617,2
2014-08-01 19:20:34,14240.31,4440.04,3.668,0.999,24.01961,1.2332916,4.724919720833334,41.800434,100.0,40.191845,2
2014-08-01 19:20:34,14270.31,4470.04,3.667,1.0,24.01961,1.2416208,4.7554669375000005,41.407375,100.0,39.805176,2
2014-08-01 19:20:34,14300.31,4500.04,3.665,1.0,24.0508,1.2499542,4.786016937500001,41.014122,100.0,39.418476,2
2014-08-01 19:20:34,14330.31,4530.04,3.664,1.0,24.0508,1.2582875,4.816554437500001,40.62087,100.0,39.03193,2
2014-08-01 19:20:34,14360.31,4560.04,3.663,1.0,24.06639,1.2666209,4.8470836041666665,40.227615,100.0,38.645493,2
2014-08-01 19:20:34,14390.31,4590.04,3.661,1.0,24.06639,1.2749542,4.877600270833334,39.834362,100.0,38.259212,2
2014-08-01 19:20:34,14420.31,4620.04,3.66,1.0,24.08199,1.2832875,4.9081044375000005,39.44111,100.0,37.87309,2
2014-08-01 19:20:34,14450.31,4650.04,3.659,1.0,24.08199,1.2916209,4.938600270833334,39.047855,100.0,37.487072,2
2014-08-01 19:20:34,14480.31,4680.04,3.658,1.0,24.09758,1.2999542,4.969087770833333,38.654602,100.0,37.10116,2
2014-08-01 19:20:34,14510.31,4710.04,3.657,1.0,24.09758,1.3082875,4.999566937500001,38.26135,100.0,36.715355,2
2014-08-01 19:20:34,14540.31,4740.04,3.655,1.0,24.11317,1.3166208,5.030033604166667,37.868095,100.0,36.329704,2
2014-08-01 19:20:34,14570.31,4770.04,3.654,1.0,24.11317,1.3249542,5.060487770833333,37.47484,100.0,35.944218,2
2014-08-01 19:20:34,14600.31,4800.04,3.653,1.0,24.12877,1.3332875,5.090933604166667,37.081585,100.0,35.55883,2
2014-08-01 19:20:34,14630.31,4830.04,3.652,1.0,24.14436,1.3416208,5.121371104166666,36.68833,100.0,35.173553,2
2014-08-01 19:20:34,14660.31,4860.04,3.651,1.0,24.14436,1.3499541,5.151800270833333,36.29508,100.0,34.78838,2
2014-08-01 19:20:34,14690.31,4890.04,3.65,1.0,24.17554,1.3582875,5.182221104166667,35.901825,100.0,34.403313,2
2014-08-01 19:20:34,14720.31,4920.04,3.649,1.0,24.17554,1.3666208,5.212633604166666,35.50857,100.0,34.01835,2
2014-08-01 19:20:34,14750.31,4950.04,3.647,1.0,24.20673,1.3749542,5.243033604166667,35.11532,100.0,33.633545,2
2014-08-01 19:20:34,14780.31,4980.04,3.647,1.0,24.20673,1.3832875,5.273425270833334,34.722065,100.0,33.248848,2
2014-08-01 19:20:34,14810.31,5010.04,3.645,1.0,24.20673,1.3916209,5.303808604166667,34.32881,100.0,32.864254,2
2014-08-01 19:20:34,14840.31,5040.04,3.644,1.0,24.22232,1.3999542,5.3341794375,33.93556,100.0,32.47982,2
2014-08-01 19:20:34,14870.31,5070.04,3.643,1.0,24.25351,1.4082875,5.3645419375,33.542305,100.0,32.09549,2
2014-08-01 19:20:34,14900.31,5100.04,3.642,1.0,24.2691,1.4166209,5.3948961041666665,33.14905,100.0,31.711267,2
2014-08-01 19:20:34,14930.31,5130.04,3.641,1.0,24.2691,1.4249542,5.425241937499999,32.7558,100.0,31.327148,2
2014-08-01 19:20:34,14960.31,5160.04,3.64,1.0,24.28469,1.4332875,5.455579437500001,32.362545,100.0,30.943136,2
2014-08-01 19:20:34,14990.31,5190.04,3.639,1.0,24.30029,1.4416208,5.485908604166667,31.96929,100.0,30.559229,2
2014-08-01 19:20:34,15020.31,5220.04,3.638,1.0,24.31588,1.4499542,5.5162294375,31.576036,100.0,30.175426,2
2014-08-01 19:20:34,15050.31,5250.04,3.637,1.0,24.34707,1.4582875,5.546541937500001,31.182783,100.0,29.791729,2
2014-08-01 19:20:34,15080.31,5280.04,3.636,1.0,24.36266,1.4666208,5.576846104166667,30.789528,100.0,29.408138,2
2014-08-01 19:20:34,15110.31,5310.04,3.635,1.0,24.36266,1.4749541,5.6071419375,30.396275,100.0,29.024654,2
2014-08-01 19:20:34,15140.31,5340.04,3.634,1.0,24.37825,1.4832875,5.6374294375,30.003021,100.0,28.641273,2
2014-08-01 19:20:34,15170.31,5370.04,3.633,1.0,24.40944,1.4916208,5.667708604166666,29.609768,100.0,28.258,2
2014-08-01 19:20:34,15200.31,5400.04,3.632,1.0,24.42503,1.4999542,5.697979437500001,29.216515,100.0,27.87483,2
2014-08-01 19:20:34,15230.31,5430.04,3.631,1.0,24.42503,1.5082875,5.728241937500001,28.823261,100.0,27.491766,2
2014-08-01 19:20:34,15260.31,5460.04,3.63,1.0,24.42503,1.5166209,5.758496104166667,28.430008,100.0,27.108809,2
2014-08-01 19:20:34,15290.31,5490.04,3.629,1.0,24.45622,1.5249542,5.788741937500001,28.036753,100.0,26.725956,2
2014-08-01 19:20:34,15320.31,5520.04,3.628,1.0,24.4874,1.5332875,5.8189794375,27.6435,100.0,26.343208,2
2014-08-01 19:20:34,15350.31,5550.04,3.627,0.999,24.51859,1.5416167,5.849193491666666,27.250443,100.0,25.960758,2
2014-08-01 19:20:34,15380.31,5580.04,3.626,1.0,24.54977,1.5499458,5.879399212499999,26.857386,100.0,25.578413,2
2014-08-01 19:20:34,15410.31,5610.04,3.624,1.0,24.58096,1.5582792,5.9096075458333335,26.464132,100.0,25.196035,2
2014-08-01 19:20:34,15440.31,5640.04,3.623,1.0,24.58096,1.5666125,5.939803379166667,26.070879,100.0,24.813816,2
2014-08-01 19:20:34,15470.31,5670.04,3.622,1.0,24.59655,1.5749458,5.969990879166667,25.677626,100.0,24.431702,2
2014-08-01 19:20:34,15500.31,5700.04,3.621,1.0,24.61215,1.5832791,6.000170045833333,25.284372,100.0,24.049694,2
2014-08-01 19:20:34,15530.31,5730.04,3.62,1.0,24.61215,1.5916125,6.030340879166666,24.891117,100.0,23.66779,2
2014-08-01 19:20:34,15560.31,5760.04,3.619,1.0,24.64333,1.5999458,6.060503379166667,24.497864,100.0,23.285994,2
2014-08-01 19:20:34,15590.31,5790.04,3.618,1.0,24.64333,1.6082791,6.090657545833333,24.10461,100.0,22.9043,2
2014-08-01 19:20:34,15620.31,5820.04,3.616,0.999,24.65893,1.6166084,6.120784145833333,23.711554,100.0,22.522957,2
2014-08-01 19:20:34,15650.31,5850.04,3.615,0.999,24.69011,1.6249334,6.150883183333335,23.318693,100.0,22.141962,2
2014-08-01 19:20:34,15680.31,5880.04,3.614,1.0,24.69011,1.6332625,6.180988954166668,22.925636,100.0,21.760883,2
2014-08-01 19:20:34,15710.31,5910.04,3.613,1.0,24.7057,1.6415958,6.211101454166668,22.532383,100.0,21.379719,2
2014-08-01 19:20:34,15740.31,5940.04,3.611,1.0,24.7057,1.6499292,6.241201454166667,22.13913,100.0,20.998713,2
2014-08-01 19:20:34,15770.31,5970.04,3.61,1.0,24.7213,1.6582625,6.271288954166668,21.745876,100.0,20.617863,2
2014-08-01 19:20:34,15800.31,6000.04,3.609,1.0,24.76808,1.6665958,6.301368120833333,21.352621,100.0,20.237122,2
2014-08-01 19:20:34,15830.31,6030.04,3.607,1.0,24.78367,1.6749291,6.331434787499999,20.959368,100.0,19.856537,2
2014-08-01 19:20:34,15860.31,6060.04,3.606,1.0,24.79926,1.6832625,6.361488954166667,20.566114,100.0,19.47611,2
2014-08-01 19:20:34,15890.31,6090.04,3.604,1.0,24.84604,1.6915958,6.391530620833334,20.172861,100.0,19.09584,2
2014-08-01 19:20:34,15920.31,6120.04,3.603,1.0,24.87723,1.6999291,6.4215597875,19.779608,100.0,18.71573,2
2014-08-01 19:20:34,15950.31,6150.04,3.601,1.0,24.90841,1.7082624,6.451576454166666,19.386354,100.0,18.33578,2
2014-08-01 19:20:34,15980.31,6180.04,3.6,1.0,24.92401,1.7165959,6.481580620833333,18.993101,100.0,17.955986,2
2014-08-01 19:20:34,16010.31,6210.04,3.598,1.0,24.9396,1.7249292,6.5115722875,18.599846,100.0,17.576351,2
2014-08-01 19:20:34,16040.31,6240.04,3.596,1.0,25.00197,1.7332625,6.5415472875,18.206593,100.0,17.196926,2
2014-08-01 19:20:34,16070.31,6270.04,3.595,1.0,25.03316,1.7415959,6.5715097875,17.81334,100.0,16.817661,2
2014-08-01 19:20:34,16100.31,6300.04,3.593,1.0,25.07994,1.7499292,6.601459787500001,17.420086,100.0,16.438553,2
