comment,Date,time,relativeTime,voltage,current,temperature,capacity,energy,SOC,SOH,SOE,filename
reference discharge,2014-08-01 19:22:34,10923.11,1110.04,3.93,1.0,22.96381,0.30831668,1.23360455,85.518166,100.0,84.47966,0
reference discharge,2014-08-01 19:22:34,10953.11,1140.04,3.927,1.0,22.99495,0.31665,1.26634205,85.12674,100.0,84.06778,0
reference discharge,2014-08-01 19:22:34,10983.11,1170.04,3.924,1.0,23.0261,0.32498333,1.29905455,84.73532,100.0,83.65622,0
reference discharge,2014-08-01 19:22:34,11013.11,1200.04,3.92,1.0,23.05725,0.33331665,1.331737883333333,84.343895,100.0,83.24502,0
reference discharge,2014-08-01 19:22:34,11043.11,1230.04,3.917,1.0,23.05725,0.34165,1.36439205,83.95248,100.0,82.83418,0
reference discharge,2014-08-01 19:22:34,11073.11,1260.04,3.914,1.0,23.07282,0.34998333,1.397021216666667,83.56105,100.0,82.42367,0
reference discharge,2014-08-01 19:22:34,11103.11,1290.04,3.91,1.0,23.08839,0.35831666,1.4296212166666666,83.16963,100.0,82.01352,0
reference discharge,2014-08-01 19:22:34,11133.11,1320.04,3.907,0.999,23.10397,0.36664584,1.4621757708333334,82.778404,100.0,81.60394,0
reference discharge,2014-08-01 19:22:34,11163.11,1350.04,3.903,1.0,23.16626,0.374975,1.4947011583333334,82.38718,100.0,81.19473,0
reference discharge,2014-08-01 19:22:34,11193.11,1380.04,3.9,0.999,23.18183,0.38330418,1.5271974083333333,81.99595,100.0,80.78588,0
reference discharge,2014-08-01 19:22:34,11223.11,1410.04,3.897,1.0,23.19741,0.39163333,1.5596686583333337,81.60473,100.0,80.37736,0
reference discharge,2014-08-01 19:22:34,11253.11,1440.04,3.894,0.999,23.21298,0.3999625,1.592114933333333,81.2135,100.0,79.96914,0
reference discharge,2014-08-01 19:22:34,11283.11,1470.04,3.891,1.0,23.22855,0.40829167,1.6245362083333332,80.82227,100.0,79.56123,0
reference discharge,2014-08-01 19:22:34,11313.11,1500.04,3.887,1.0,23.22855,0.416625,1.6569445416666664,80.43085,100.0,79.153496,0
reference discharge,2014-08-01 19:22:34,11343.11,1530.04,3.884,1.0,23.2597,0.42495832,1.6893237083333332,80.03943,100.0,78.746124,0
reference discharge,2014-08-01 19:22:34,11373.11,1560.04,3.881,1.0,23.29085,0.43329167,1.7216778749999997,79.64801,100.0,78.339066,0
reference discharge,2014-08-01 19:22:34,11403.11,1590.04,3.878,1.0,23.29085,0.441625,1.7540070416666664,79.256584,100.0,77.93233,0
reference discharge,2014-08-01 19:22:34,11433.11,1620.04,3.875,1.0,23.30642,0.44995832,1.786311208333333,78.865166,100.0,77.525894,0
reference discharge,2014-08-01 19:22:34,11463.11,1650.04,3.872,1.0,23.32199,0.45829168,1.818590375,78.47374,100.0,77.11978,0
reference discharge,2014-08-01 19:22:34,11493.11,1680.04,3.869,1.0,23.32199,0.466625,1.8508445416666663,78.08232,100.0,76.71398,0
reference discharge,2014-08-01 19:22:34,11523.11,1710.04,3.866,1.0,23.36871,0.47495833,1.883073708333333,77.690895,100.0,76.3085,0
reference discharge,2014-08-01 19:22:34,11553.11,1740.04,3.863,1.0,23.36871,0.48329166,1.915277875,77.29948,100.0,75.90333,0
reference discharge,2014-08-01 19:22:34,11583.11,1770.04,3.86,1.0,23.38428,0.491625,1.9474570416666663,76.90805,100.0,75.498474,0
reference discharge,2014-08-01 19:22:34,11613.11,1800.04,3.857,1.0,23.38428,0.49995834,1.979611208333333,76.51663,100.0,75.09393,0
reference discharge,2014-08-01 19:22:34,11643.11,1830.04,3.854,1.0,23.43101,0.50829166,2.011740375,76.125206,100.0,74.689705,0
reference discharge,2014-08-01 19:22:34,11673.11,1860.04,3.851,1.0,23.43101,0.516625,2.043844541666666,75.73379,100.0,74.2858,0
reference discharge,2014-08-01 19:22:34,11703.11,1890.04,3.848,0.999,23.46215,0.52495414,2.075907675,75.34256,100.0,73.8824,0
reference discharge,2014-08-01 19:22:34,11733.11,1920.04,3.845,0.999,23.46215,0.5332792,2.1079297875,74.95153,100.0,73.47952,0
reference discharge,2014-08-01 19:22:34,11763.11,1950.04,3.842,1.0,23.4933,0.54160833,2.1399429333333333,74.5603,100.0,73.07675,0
reference discharge,2014-08-01 19:22:34,11793.11,1980.04,3.839,1.0,23.50887,0.54994166,2.1719471,74.16888,100.0,72.6741,0
reference discharge,2014-08-01 19:22:34,11823.11,2010.04,3.836,1.0,23.50887,0.558275,2.203926266666666,73.77746,100.0,72.27176,0
reference discharge,2014-08-01 19:22:34,11853.11,2040.04,3.834,0.999,23.55559,0.56660414,2.2358686249999997,73.38623,100.0,71.86989,0
reference discharge,2014-08-01 19:22:34,11883.11,2070.04,3.831,1.0,23.55559,0.57493335,2.26779015,72.995,100.0,71.46827,0
reference discharge,2014-08-01 19:22:34,11913.11,2100.04,3.828,1.0,23.55559,0.5832667,2.2997026499999995,72.603584,100.0,71.06677,0
reference discharge,2014-08-01 19:22:34,11943.11,2130.04,3.825,1.0,23.55559,0.5916,2.33159015,72.21216,100.0,70.66558,0
reference discharge,2014-08-01 19:22:34,11973.11,2160.04,3.823,1.0,23.57116,0.5999333,2.363456816666666,71.82074,100.0,70.26466,0
reference discharge,2014-08-01 19:22:34,12003.11,2190.04,3.82,1.0,23.58674,0.60826665,2.39530265,71.42931,100.0,69.864,0
reference discharge,2014-08-01 19:22:34,12033.11,2220.04,3.817,0.999,23.60231,0.6165958,2.427107579166666,71.038086,100.0,69.46385,0
reference discharge,2014-08-01 19:22:34,12063.11,2250.04,3.815,1.0,23.58674,0.624925,2.4588916749999994,70.646866,100.0,69.063965,0
reference discharge,2014-08-01 19:22:34,12093.11,2280.04,3.812,1.0,23.61788,0.63325834,2.4906708416666663,70.25544,100.0,68.66415,0
reference discharge,2014-08-01 19:22:34,12123.11,2310.04,3.809,1.0,23.63346,0.64159167,2.522425008333333,69.86402,100.0,68.26463,0
reference discharge,2014-08-01 19:22:34,12153.11,2340.04,3.807,1.0,23.63346,0.649925,2.554158341666666,69.472595,100.0,67.86539,0
reference discharge,2014-08-01 19:22:34,12183.11,2370.04,3.804,0.999,23.68018,0.65825415,2.585854991666666,69.08137,100.0,67.466606,0
reference discharge,2014-08-01 19:22:34,12213.11,2400.04,3.802,1.0,23.68018,0.66658336,2.617530808333333,68.69015,100.0,67.068085,0
reference discharge,2014-08-01 19:22:34,12243.11,2430.04,3.799,1.0,23.68018,0.6749167,2.649201641666666,68.29872,100.0,66.669624,0
reference discharge,2014-08-01 19:22:34,12273.11,2460.04,3.797,1.001,23.68018,0.6832542,2.6808674624999997,67.907104,100.0,66.271225,0
reference discharge,2014-08-01 19:22:34,12303.11,2490.04,3.794,1.0,23.69575,0.6915917,2.7125124499999997,67.51549,100.0,65.87309,0
reference discharge,2014-08-01 19:22:34,12333.11,2520.04,3.792,0.999,23.68018,0.69992083,2.744104983333333,67.12426,100.0,65.47562,0
reference discharge,2014-08-01 19:22:34,12363.11,2550.04,3.789,1.0,23.71132,0.70825,2.775676683333333,66.73303,100.0,65.0784,0
reference discharge,2014-08-01 19:22:34,12393.11,2580.04,3.787,1.0,23.7269,0.7165833,2.80724335,66.34161,100.0,64.68125,0
reference discharge,2014-08-01 19:22:34,12423.11,2610.04,3.785,1.0,23.75804,0.72491664,2.838793349999999,65.95019,100.0,64.28431,0
reference discharge,2014-08-01 19:22:34,12453.11,2640.04,3.782,1.0,23.77362,0.73325,2.8703225166666666,65.55877,100.0,63.887634,0
reference discharge,2014-08-01 19:22:34,12483.11,2670.04,3.78,1.0,23.77362,0.74158335,2.90183085,65.16734,100.0,63.49122,0
reference discharge,2014-08-01 19:22:34,12513.11,2700.04,3.778,1.0,23.78919,0.7499167,2.9333225166666663,64.775925,100.0,63.095013,0
reference discharge,2014-08-01 19:22:34,12543.11,2730.04,3.775,0.999,23.80476,0.7582458,2.9647776208333334,64.3847,100.0,62.69927,0
reference discharge,2014-08-01 19:22:34,12573.11,2760.04,3.773,1.0,23.80476,0.766575,2.9962118916666665,63.99347,100.0,62.303783,0
reference discharge,2014-08-01 19:22:34,12603.11,2790.04,3.771,1.0,23.83591,0.7749083,3.027645225,63.602047,100.0,61.908314,0
reference discharge,2014-08-01 19:22:34,12633.11,2820.04,3.768,0.999,23.85148,0.7832375,3.059042025,63.210823,100.0,61.5133,0
reference discharge,2014-08-01 19:22:34,12663.11,2850.04,3.766,1.0,23.85148,0.79156667,3.0904179916666665,62.819595,100.0,61.11855,0
reference discharge,2014-08-01 19:22:34,12693.11,2880.04,3.764,1.0,23.85148,0.7999,3.1217929916666667,62.428173,100.0,60.723812,0
reference discharge,2014-08-01 19:22:34,12723.11,2910.04,3.762,0.999,23.86706,0.80822915,3.15313565,62.036945,100.0,60.32948,0
reference discharge,2014-08-01 19:22:34,12753.11,2940.04,3.76,1.0,23.86706,0.81655836,3.1844616416666662,61.64572,100.0,59.93536,0
reference discharge,2014-08-01 19:22:34,12783.11,2970.04,3.758,1.001,23.85148,0.82489586,3.2158023,61.2541,100.0,59.541054,0
reference discharge,2014-08-01 19:22:34,12813.11,3000.04,3.755,1.0,23.88263,0.83323336,3.247122125,60.862484,100.0,59.14701,0
reference discharge,2014-08-01 19:22:34,12843.11,3030.04,3.753,1.0,23.88263,0.8415667,3.278405458333333,60.47106,100.0,58.753426,0
reference discharge,2014-08-01 19:22:34,12873.11,3060.04,3.751,1.0,23.91377,0.8499,3.309672125,60.07964,100.0,58.36005,0
reference discharge,2014-08-01 19:22:34,12903.11,3090.04,3.749,0.999,23.92935,0.85822916,3.3409065041666666,59.688416,100.0,57.967083,0
reference discharge,2014-08-01 19:22:34,12933.11,3120.04,3.747,1.0,23.92935,0.8665583,3.3721242166666663,59.297188,100.0,57.57432,0
reference discharge,2014-08-01 19:22:34,12963.11,3150.04,3.745,1.0,23.91377,0.87489164,3.4033408833333327,58.905766,100.0,57.181576,0
reference discharge,2014-08-01 19:22:34,12993.11,3180.04,3.743,1.0,23.91377,0.883225,3.434540883333333,58.514343,100.0,56.78904,0
reference discharge,2014-08-01 19:22:34,13023.11,3210.04,3.741,1.0,23.94492,0.89155835,3.465724216666666,58.12292,100.0,56.396713,0
reference discharge,2014-08-01 19:22:34,13053.11,3240.04,3.739,1.0,23.92935,0.8998917,3.4968908833333328,57.7315,100.0,56.004597,0
reference discharge,2014-08-01 19:22:34,13083.11,3270.04,3.737,1.0,23.92935,0.908225,3.5280408833333325,57.340076,100.0,55.61269,0
reference discharge,2014-08-01 19:22:34,13113.11,3300.04,3.735,1.0,23.96049,0.9165583,3.559174216666666,56.948654,100.0,55.220993,0
reference discharge,2014-08-01 19:22:34,13143.11,3330.04,3.733,1.0,23.96049,0.92489165,3.5902908833333327,56.55723,100.0,54.829502,0
reference discharge,2014-08-01 19:22:34,13173.11,3360.04,3.731,1.0,23.99164,0.933225,3.6213908833333335,56.16581,100.0,54.438225,0
reference discharge,2014-08-01 19:22:34,13203.11,3390.04,3.729,1.001,23.99164,0.9415625,3.6524897541666665,55.774193,100.0,54.046963,0
reference discharge,2014-08-01 19:22:34,13233.11,3420.04,3.728,1.0,23.97607,0.9499,3.683576125,55.382576,100.0,53.655853,0
reference discharge,2014-08-01 19:22:34,13263.11,3450.04,3.726,1.0,23.97607,0.95823336,3.714634458333333,54.991154,100.0,53.265102,0
reference discharge,2014-08-01 19:22:34,13293.11,3480.04,3.724,1.0,24.00722,0.9665667,3.745676125,54.59973,100.0,52.874557,0
reference discharge,2014-08-01 19:22:34,13323.11,3510.04,3.722,1.0,23.97607,0.9749,3.776701125,54.20831,100.0,52.484222,0
reference discharge,2014-08-01 19:22:34,13353.11,3540.04,3.72,1.0,24.00722,0.98323333,3.8077094583333335,53.816887,100.0,52.094097,0
reference discharge,2014-08-01 19:22:34,13383.11,3570.04,3.719,1.0,24.02279,0.99156666,3.838705291666667,53.425465,100.0,51.70413,0
reference discharge,2014-08-01 19:22:34,13413.11,3600.04,3.717,1.0,24.02279,0.9999,3.869688625,53.034042,100.0,51.31432,0
reference discharge,2014-08-01 19:22:34,13443.11,3630.04,3.715,1.0,24.03836,1.0082333,3.900655291666667,52.64262,100.0,50.924717,0
reference discharge,2014-08-01 19:22:34,13473.11,3660.04,3.713,1.0,24.02279,1.0165666,3.9316052916666666,52.251198,100.0,50.535328,0
reference discharge,2014-08-01 19:22:34,13503.11,3690.04,3.712,1.0,24.02279,1.0249,3.9625427916666665,51.859776,100.0,50.146095,0
reference discharge,2014-08-01 19:22:34,13533.11,3720.04,3.71,1.0,24.03836,1.0332333,3.9934677916666654,51.468353,100.0,49.75702,0
reference discharge,2014-08-01 19:22:34,13563.11,3750.04,3.708,0.999,24.03836,1.0415626,4.024360675,51.077126,100.0,49.368343,0
reference discharge,2014-08-01 19:22:34,13593.11,3780.04,3.707,1.0,24.02279,1.0498917,4.0552410583333325,50.6859,100.0,48.97983,0
reference discharge,2014-08-01 19:22:34,13623.11,3810.04,3.705,1.0,24.03836,1.058225,4.086124391666667,50.29448,100.0,48.591278,0
reference discharge,2014-08-01 19:22:34,13653.11,3840.04,3.703,1.0,24.05393,1.0665584,4.116991058333333,49.903057,100.0,48.202934,0
reference discharge,2014-08-01 19:22:34,13683.11,3870.04,3.702,1.0,24.05393,1.0748917,4.147845224999999,49.511635,100.0,47.81475,0
reference discharge,2014-08-01 19:22:34,13713.11,3900.04,3.7,0.999,24.03836,1.0832208,4.178671475,49.120407,100.0,47.426914,0
reference discharge,2014-08-01 19:22:34,13743.11,3930.04,3.699,1.0,24.03836,1.09155,4.209485225,48.729183,100.0,47.039238,0
reference discharge,2014-08-01 19:22:34,13773.11,3960.04,3.697,0.999,24.05393,1.0998791,4.2402864875,48.337955,100.0,46.65172,0
reference discharge,2014-08-01 19:22:34,13803.11,3990.04,3.696,1.0,24.05393,1.1082083,4.271075249999999,47.946728,100.0,46.26436,0
reference discharge,2014-08-01 19:22:34,13833.11,4020.04,3.694,0.999,24.05393,1.1165375,4.301851525,47.555504,100.0,45.87715,0
reference discharge,2014-08-01 19:22:34,13863.11,4050.04,3.693,0.999,24.06951,1.1248626,4.3325999125,47.16447,100.0,45.490295,0
reference discharge,2014-08-01 19:22:34,13893.11,4080.04,3.691,1.0,24.08508,1.1331917,4.363351191666666,46.773247,100.0,45.103405,0
reference discharge,2014-08-01 19:22:34,13923.11,4110.04,3.69,1.0,24.06951,1.141525,4.394105358333333,46.381824,100.0,44.71648,0
reference discharge,2014-08-01 19:22:34,13953.11,4140.04,3.688,1.0,24.08508,1.1498584,4.424847025,45.990402,100.0,44.32971,0
reference discharge,2014-08-01 19:22:34,13983.11,4170.04,3.687,1.001,24.10065,1.1581959,4.455591554166666,45.59878,100.0,43.942905,0
reference discharge,2014-08-01 19:22:34,14013.11,4200.04,3.685,1.0,24.08508,1.1665334,4.486323583333332,45.207165,100.0,43.556255,0
reference discharge,2014-08-01 19:22:34,14043.11,4230.04,3.684,1.0,24.11623,1.1748667,4.51702775,44.815742,100.0,43.169956,0
reference discharge,2014-08-01 19:22:34,14073.11,4260.04,3.682,1.0,24.11623,1.1832,4.547719416666666,44.42432,100.0,42.783817,0
reference discharge,2014-08-01 19:22:34,14103.11,4290.04,3.681,1.0,24.1318,1.1915333,4.578398583333334,44.032898,100.0,42.39783,0
reference discharge,2014-08-01 19:22:34,14133.11,4320.04,3.68,0.999,24.1318,1.1998625,4.6090540833333336,43.641674,100.0,42.012146,0
reference discharge,2014-08-01 19:22:34,14163.11,4350.04,3.678,1.0,24.11623,1.2081916,4.639697083333333,43.250446,100.0,41.626617,0
reference discharge,2014-08-01 19:22:34,14193.11,4380.04,3.677,1.0,24.14737,1.216525,4.670342916666666,42.859024,100.0,41.241055,0
reference discharge,2014-08-01 19:22:34,14223.11,4410.04,3.675,1.0,24.1318,1.2248583,4.70097625,42.4676,100.0,40.855648,0
reference discharge,2014-08-01 19:22:34,14253.11,4440.04,3.674,1.0,24.14737,1.2331916,4.731597083333333,42.07618,100.0,40.470398,0
reference discharge,2014-08-01 19:22:34,14283.11,4470.04,3.673,0.999,24.14737,1.2415209,4.762194279166666,41.68495,100.0,40.085445,0
reference discharge,2014-08-01 19:22:34,14313.11,4500.04,3.672,1.0,24.16295,1.24985,4.792783141666667,41.293728,100.0,39.7006,0
reference discharge,2014-08-01 19:22:34,14343.11,4530.04,3.67,1.0,24.16295,1.2581834,4.823374808333334,40.902306,100.0,39.315716,0
reference discharge,2014-08-01 19:22:34,14373.11,4560.04,3.669,1.0,24.17852,1.2665167,4.853953975,40.510883,100.0,38.93099,0
reference discharge,2014-08-01 19:22:34,14403.11,4590.04,3.668,1.0,24.17852,1.27485,4.8845248083333335,40.11946,100.0,38.546368,0
reference discharge,2014-08-01 19:22:34,14433.11,4620.04,3.667,1.0,24.17852,1.2831833,4.915087308333333,39.72804,100.0,38.161854,0
reference discharge,2014-08-01 19:22:34,14463.11,4650.04,3.665,1.0,24.19409,1.2915167,4.945637308333333,39.336617,100.0,37.777496,0
reference discharge,2014-08-01 19:22:34,14493.11,4680.04,3.664,1.0,24.22524,1.29985,4.976174808333333,38.945194,100.0,37.393295,0
reference discharge,2014-08-01 19:22:34,14523.11,4710.04,3.663,1.0,24.20967,1.3081833,5.006703975,38.553772,100.0,37.009197,0
reference discharge,2014-08-01 19:22:34,14553.11,4740.04,3.662,1.0,24.20967,1.3165166,5.037224808333333,38.16235,100.0,36.625206,0
reference discharge,2014-08-01 19:22:34,14583.11,4770.04,3.661,1.0,24.24081,1.32485,5.067737308333333,37.770927,100.0,36.241318,0
reference discharge,2014-08-01 19:22:34,14613.11,4800.04,3.66,0.999,24.25639,1.3331791,5.098226225,37.3797,100.0,35.85773,0
reference discharge,2014-08-01 19:22:34,14643.11,4830.04,3.658,1.0,24.27196,1.3415084,5.128702641666666,36.988476,100.0,35.474297,0
reference discharge,2014-08-01 19:22:34,14673.11,4860.04,3.657,1.0,24.27196,1.3498417,5.159181808333333,36.597054,100.0,35.090828,0
reference discharge,2014-08-01 19:22:34,14703.11,4890.04,3.656,1.0,24.28753,1.358175,5.189652641666665,36.20563,100.0,34.707466,0
reference discharge,2014-08-01 19:22:34,14733.11,4920.04,3.655,1.0,24.28753,1.3665084,5.220115141666666,35.81421,100.0,34.32421,0
reference discharge,2014-08-01 19:22:34,14763.11,4950.04,3.654,1.0,24.31868,1.3748417,5.250569308333333,35.422787,100.0,33.941055,0
reference discharge,2014-08-01 19:22:34,14793.11,4980.04,3.653,0.999,24.31868,1.3831708,5.280999920833333,35.03156,100.0,33.5582,0
reference discharge,2014-08-01 19:22:34,14823.11,5010.04,3.652,1.0,24.30311,1.3915,5.311422199999999,34.640335,100.0,33.17545,0
reference discharge,2014-08-01 19:22:34,14853.11,5040.04,3.651,1.0,24.31868,1.3998333,5.341851366666666,34.248913,100.0,32.79261,0
reference discharge,2014-08-01 19:22:34,14883.11,5070.04,3.65,1.0,24.34983,1.4081666,5.372272199999999,33.85749,100.0,32.409878,0
reference discharge,2014-08-01 19:22:34,14913.11,5100.04,3.649,1.0,24.38097,1.4165,5.402684699999999,33.46607,100.0,32.02725,0
reference discharge,2014-08-01 19:22:34,14943.11,5130.04,3.648,1.0,24.39655,1.4248333,5.433088866666665,33.074646,100.0,31.644726,0
reference discharge,2014-08-01 19:22:34,14973.11,5160.04,3.647,1.0,24.39655,1.4331666,5.4634847,32.683224,100.0,31.262306,0
reference discharge,2014-08-01 19:22:34,15003.11,5190.04,3.646,1.0,24.42769,1.4415,5.493872199999999,32.2918,100.0,30.879992,0
reference discharge,2014-08-01 19:22:34,15033.11,5220.04,3.645,1.0,24.42769,1.4498333,5.524251366666666,31.90038,100.0,30.497784,0
reference discharge,2014-08-01 19:22:34,15063.11,5250.04,3.644,1.0,24.45884,1.4581667,5.554622199999999,31.508957,100.0,30.115679,0
reference discharge,2014-08-01 19:22:34,15093.11,5280.04,3.643,1.001,24.47441,1.4665042,5.584999879166666,31.117338,100.0,29.733488,0
reference discharge,2014-08-01 19:22:34,15123.11,5310.04,3.642,1.0,24.45884,1.4748417,5.615369225,30.725721,100.0,29.351402,0
reference discharge,2014-08-01 19:22:34,15153.11,5340.04,3.641,1.0,24.47441,1.483175,5.645715058333333,30.3343,100.0,28.969612,0
reference discharge,2014-08-01 19:22:34,15183.11,5370.04,3.64,1.0,24.50556,1.4915084,5.676052558333333,29.942877,100.0,28.587929,0
reference discharge,2014-08-01 19:22:34,15213.11,5400.04,3.639,1.0,24.55228,1.4998417,5.706381725,29.551455,100.0,28.206348,0
reference discharge,2014-08-01 19:22:34,15243.11,5430.04,3.638,1.0,24.55228,1.508175,5.736702558333333,29.160032,100.0,27.824873,0
reference discharge,2014-08-01 19:22:34,15273.11,5460.04,3.637,1.0,24.58343,1.5165083,5.7670150583333335,28.76861,100.0,27.443502,0
reference discharge,2014-08-01 19:22:34,15303.11,5490.04,3.636,0.999,24.58343,1.5248375,5.797304075,28.377384,100.0,27.062428,0
reference discharge,2014-08-01 19:22:34,15333.11,5520.04,3.635,1.001,24.58343,1.5331708,5.827599904166666,27.985962,100.0,26.681267,0
reference discharge,2014-08-01 19:22:34,15363.11,5550.04,3.634,1.0,24.599,1.5415083,5.85790255,27.594343,100.0,26.30002,0
reference discharge,2014-08-01 19:22:34,15393.11,5580.04,3.633,1.0,24.61457,1.5498416,5.888181716666666,27.20292,100.0,25.91907,0
reference discharge,2014-08-01 19:22:34,15423.11,5610.04,3.632,1.0,24.64572,1.558175,5.91845255,26.811499,100.0,25.538223,0
reference discharge,2014-08-01 19:22:34,15453.11,5640.04,3.631,1.0,24.66129,1.5665083,5.948715050000001,26.420076,100.0,25.157482,0
reference discharge,2014-08-01 19:22:34,15483.11,5670.04,3.63,1.0,24.66129,1.5748416,5.978969216666666,26.028656,100.0,24.776846,0
reference discharge,2014-08-01 19:22:34,15513.11,5700.04,3.629,1.0,24.67686,1.583175,6.00921505,25.637234,100.0,24.396313,0
reference discharge,2014-08-01 19:22:34,15543.11,5730.04,3.628,1.0,24.70801,1.5915084,6.03945255,25.245811,100.0,24.015886,0
reference discharge,2014-08-01 19:22:34,15573.11,5760.04,3.627,1.0,24.70801,1.5998417,6.069681716666667,24.85439,100.0,23.635565,0
reference discharge,2014-08-01 19:22:34,15603.11,5790.04,3.626,0.999,24.73916,1.6081709,6.099887441666667,24.463161,100.0,23.255537,0
reference discharge,2014-08-01 19:22:34,15633.11,5820.04,3.625,1.0,24.73916,1.6165,6.130084833333333,24.071936,100.0,22.875616,0
